SSC-HYGROTERM-LOGFILE als CSV-Liste
Spalten:
Datum-Zeit T:M:YYYY Std:Min:Sek, Raumtemperatur in °C, Relative Luftfeute in %, Luftdruck in hPa, Taupunkt 100%, Absulute Luftfeuchte in g/m³,Lipo Spannung in V
2.11.2018 14:5:57,19.91,53.7,984.43,10.24,9.23,3.63
2.11.2018 14:6:56,19.91,53.7,984.46,10.24,9.23,3.62
2.11.2018 14:7:55,19.91,53.5,984.45,10.19,9.19,3.62
2.11.2018 14:8:54,19.88,53.5,984.45,10.18,9.19,3.62
2.11.2018 14:9:53,19.86,53.4,984.45,10.12,9.16,3.62
2.11.2018 14:10:52,19.85,53.4,984.43,10.10,9.14,3.62
2.11.2018 14:11:52,19.84,53.3,984.44,10.07,9.12,3.62
2.11.2018 14:12:51,19.83,53.2,984.46,10.04,9.11,3.62
2.11.2018 14:13:50,19.82,53.2,984.47,10.03,9.10,3.62
2.11.2018 14:14:49,19.81,53.2,984.45,10.03,9.10,3.62
2.11.2018 14:15:48,19.81,53.2,984.44,10.03,9.10,3.63
2.11.2018 14:16:47,19.80,53.2,984.43,10.02,9.09,3.62
2.11.2018 14:17:46,19.79,53.3,984.46,10.01,9.09,3.62
2.11.2018 14:18:45,19.78,53.3,984.50,10.01,9.09,3.62
2.11.2018 14:19:44,19.78,53.3,984.50,10.01,9.09,3.62
2.11.2018 14:20:43,19.77,53.2,984.53,9.99,9.08,3.62
2.11.2018 14:21:42,19.77,53.2,984.52,9.99,9.08,3.62
2.11.2018 14:22:41,19.76,53.3,984.52,9.99,9.07,3.62
2.11.2018 14:23:40,19.75,53.3,984.52,9.98,9.07,3.62
2.11.2018 14:24:39,19.75,53.3,984.54,9.99,9.08,3.62
2.11.2018 14:25:38,19.74,53.3,984.55,9.99,9.08,3.62
2.11.2018 14:26:37,19.74,53.4,984.52,10.00,9.08,3.63
2.11.2018 14:27:36,19.74,53.3,984.55,9.99,9.08,3.62
2.11.2018 14:28:35,19.73,53.3,984.57,9.98,9.07,3.63
2.11.2018 14:29:34,19.73,53.4,984.58,9.99,9.08,3.63
2.11.2018 14:30:33,19.71,53.4,984.62,9.99,9.08,3.63
2.11.2018 14:31:32,19.70,53.4,984.63,9.98,9.07,3.63
2.11.2018 14:32:31,19.70,53.4,984.59,9.97,9.07,3.62
2.11.2018 14:33:30,19.70,53.4,984.58,9.97,9.07,3.62
2.11.2018 14:34:29,19.70,53.4,984.58,9.96,9.06,3.63
2.11.2018 14:35:28,19.69,53.4,984.56,9.95,9.06,3.62
2.11.2018 14:36:27,19.69,53.4,984.58,9.96,9.06,3.62
2.11.2018 14:37:26,19.68,53.4,984.58,9.95,9.06,3.63
2.11.2018 14:38:25,19.68,53.4,984.59,9.95,9.05,3.63
2.11.2018 14:39:24,19.68,53.4,984.58,9.94,9.05,3.62
2.11.2018 14:40:23,19.67,53.4,984.58,9.94,9.05,3.62
2.11.2018 14:41:22,19.66,53.4,984.60,9.93,9.04,3.62
2.11.2018 14:42:21,19.64,53.6,984.63,9.96,9.06,3.62
2.11.2018 14:43:20,19.62,53.6,984.65,9.96,9.06,3.62
2.11.2018 14:44:19,19.62,53.6,984.66,9.95,9.06,3.62
2.11.2018 14:45:18,19.63,53.6,984.65,9.95,9.06,3.62
2.11.2018 14:46:17,19.63,53.5,984.62,9.95,9.05,3.62
2.11.2018 14:47:17,19.63,53.5,984.64,9.94,9.05,3.62
2.11.2018 14:48:16,19.63,53.5,984.62,9.94,9.05,3.62
2.11.2018 14:49:15,19.63,53.5,984.60,9.93,9.05,3.62
2.11.2018 14:50:14,19.63,53.5,984.62,9.93,9.04,3.62
2.11.2018 14:51:13,19.63,53.5,984.59,9.93,9.04,3.62
2.11.2018 14:52:12,19.64,53.5,984.59,9.93,9.05,3.62
2.11.2018 14:53:11,19.64,53.5,984.61,9.93,9.05,3.62
2.11.2018 14:54:10,19.65,53.5,984.61,9.94,9.05,3.62
2.11.2018 14:55:9,19.65,53.4,984.67,9.94,9.05,3.62
2.11.2018 14:56:8,19.65,53.4,984.66,9.93,9.05,3.62
2.11.2018 14:57:7,19.65,53.4,984.67,9.93,9.04,3.62
2.11.2018 14:58:6,19.66,53.4,984.67,9.94,9.05,3.62
2.11.2018 14:59:5,19.66,53.4,984.70,9.94,9.05,3.62
2.11.2018 15:0:4,19.66,53.4,984.69,9.94,9.05,3.62
2.11.2018 15:1:3,19.66,53.4,984.70,9.94,9.05,3.62
2.11.2018 15:2:2,19.67,53.4,984.70,9.94,9.05,3.62
2.11.2018 15:3:1,19.67,53.4,984.68,9.94,9.05,3.62
2.11.2018 15:4:0,19.68,53.4,984.70,9.94,9.05,3.62
2.11.2018 15:4:59,19.68,53.3,984.74,9.94,9.05,3.62
2.11.2018 15:5:58,19.68,53.3,984.70,9.93,9.05,3.62
2.11.2018 15:6:57,19.69,53.3,984.72,9.94,9.05,3.62
2.11.2018 15:7:56,19.69,53.3,984.73,9.94,9.05,3.62
2.11.2018 15:8:55,19.69,53.3,984.73,9.94,9.05,3.62
2.11.2018 15:9:54,19.69,53.3,984.74,9.94,9.05,3.62
2.11.2018 15:10:53,19.69,53.3,984.72,9.95,9.05,3.62
2.11.2018 15:11:52,19.69,53.3,984.73,9.94,9.05,3.62
2.11.2018 15:12:51,19.68,53.3,984.74,9.93,9.05,3.62
2.11.2018 15:13:50,19.68,53.3,984.74,9.94,9.05,3.62
2.11.2018 15:14:49,19.67,53.4,984.74,9.93,9.05,3.62
2.11.2018 15:15:48,19.67,53.3,984.75,9.93,9.04,3.62
2.11.2018 15:16:47,19.67,53.3,984.79,9.91,9.03,3.62
2.11.2018 15:17:46,19.67,53.4,984.81,9.93,9.05,3.62
2.11.2018 15:18:45,19.66,53.4,984.82,9.93,9.04,3.62
2.11.2018 15:19:44,19.66,53.4,984.83,9.93,9.04,3.62
2.11.2018 15:20:43,19.66,53.4,984.83,9.92,9.04,3.62
2.11.2018 15:21:42,19.66,53.4,984.84,9.92,9.04,3.62
2.11.2018 15:22:41,19.66,53.4,984.90,9.93,9.04,3.62
2.11.2018 15:23:40,19.65,53.4,984.87,9.92,9.04,3.62
2.11.2018 15:24:39,19.65,53.4,984.91,9.91,9.03,3.62
2.11.2018 15:25:38,19.65,53.4,984.89,9.91,9.03,3.62
2.11.2018 15:26:37,19.64,53.4,984.86,9.91,9.03,3.62
2.11.2018 15:27:36,19.64,53.4,984.88,9.91,9.03,3.62
2.11.2018 15:28:35,19.63,53.4,984.90,9.91,9.03,3.62
2.11.2018 15:29:34,19.63,53.4,984.94,9.89,9.02,3.62
2.11.2018 15:30:33,19.63,53.4,984.94,9.90,9.03,3.62
2.11.2018 15:31:32,19.63,53.4,984.99,9.90,9.03,3.62
2.11.2018 15:32:31,19.63,53.4,985.00,9.91,9.03,3.62
2.11.2018 15:33:30,19.62,53.4,985.02,9.90,9.03,3.62
2.11.2018 15:34:29,19.62,53.4,985.02,9.90,9.02,3.62
2.11.2018 15:35:28,19.61,53.4,985.06,9.89,9.02,3.62
2.11.2018 15:36:27,19.61,53.4,985.05,9.89,9.02,3.62
2.11.2018 15:37:26,19.60,53.4,985.07,9.89,9.02,3.62
2.11.2018 15:38:25,19.59,53.4,985.09,9.87,9.01,3.62
2.11.2018 15:39:24,19.59,53.4,985.09,9.88,9.01,3.62
2.11.2018 15:40:23,19.59,53.4,985.13,9.88,9.02,3.62
2.11.2018 15:41:22,19.58,53.5,985.11,9.88,9.01,3.62
2.11.2018 15:42:21,19.57,53.4,985.14,9.86,9.01,3.62
2.11.2018 15:43:20,19.57,53.5,985.14,9.87,9.01,3.62
2.11.2018 15:44:19,19.56,53.4,985.13,9.85,9.00,3.62
2.11.2018 15:45:18,19.56,53.4,985.12,9.84,9.00,3.62
2.11.2018 15:46:17,19.56,53.4,985.10,9.85,9.00,3.62
2.11.2018 15:47:16,19.56,53.5,985.13,9.86,9.00,3.62
2.11.2018 15:48:15,19.55,53.5,985.13,9.86,9.01,3.62
2.11.2018 15:49:14,19.54,53.5,985.15,9.85,9.00,3.62
2.11.2018 15:50:13,19.54,53.4,985.16,9.83,8.99,3.62
2.11.2018 15:51:12,19.54,53.4,985.16,9.83,8.99,3.62
2.11.2018 15:52:11,19.54,53.4,985.20,9.84,8.99,3.62
2.11.2018 15:53:10,19.54,53.5,985.22,9.85,9.00,3.62
2.11.2018 15:54:9,19.53,53.5,985.22,9.83,8.99,3.62
2.11.2018 15:55:8,19.53,53.5,985.23,9.84,8.99,3.62
2.11.2018 15:56:7,19.51,53.6,985.25,9.86,9.01,3.62
2.11.2018 15:57:6,19.48,53.8,985.26,9.87,9.01,3.62
2.11.2018 15:58:5,19.48,53.7,985.26,9.85,9.00,3.62
2.11.2018 15:59:4,19.49,53.8,985.25,9.89,9.02,3.62
2.11.2018 16:0:3,19.51,53.8,985.26,9.90,9.03,3.62
2.11.2018 16:1:2,19.52,53.6,985.30,9.87,9.01,3.62
2.11.2018 16:2:1,19.53,53.6,985.31,9.87,9.01,3.62
2.11.2018 16:3:0,19.54,53.8,985.33,9.95,9.06,3.62
2.11.2018 16:3:59,19.55,53.8,985.37,9.95,9.06,3.62
2.11.2018 16:4:58,19.56,53.7,985.38,9.92,9.04,3.62
2.11.2018 16:5:57,19.57,53.7,985.41,9.93,9.05,3.62
2.11.2018 16:6:56,19.58,53.7,985.41,9.94,9.05,3.62
2.11.2018 16:7:55,19.58,53.7,985.41,9.95,9.06,3.62
2.11.2018 16:8:54,19.59,53.8,985.43,9.99,9.08,3.62
2.11.2018 16:9:53,19.60,53.7,985.40,9.97,9.07,3.62
2.11.2018 16:10:52,19.61,53.8,985.40,9.99,9.08,3.62
2.11.2018 16:11:52,19.61,53.8,985.44,9.99,9.08,3.62
2.11.2018 16:12:51,19.62,53.7,985.45,9.99,9.08,3.62
2.11.2018 16:13:50,19.63,53.8,985.47,10.02,9.10,3.62
2.11.2018 16:14:49,19.63,53.7,985.45,10.00,9.09,3.62
2.11.2018 16:15:48,19.64,53.8,985.43,10.03,9.11,3.62
2.11.2018 16:16:47,19.65,53.8,985.41,10.03,9.10,3.62
2.11.2018 16:17:46,19.65,53.7,985.42,10.02,9.10,3.62
2.11.2018 16:18:45,19.66,53.8,985.46,10.04,9.11,3.62
2.11.2018 16:19:44,19.67,53.8,985.42,10.06,9.12,3.62
2.11.2018 16:20:43,19.68,53.8,985.43,10.06,9.12,3.62
2.11.2018 16:21:42,19.69,54.1,985.44,10.16,9.18,3.62
2.11.2018 16:22:41,19.70,54.2,985.46,10.19,9.20,3.62
2.11.2018 16:23:40,19.70,54.1,985.47,10.15,9.18,3.62
2.11.2018 16:24:39,19.71,53.9,985.51,10.11,9.15,3.62
2.11.2018 16:25:38,19.72,53.9,985.52,10.13,9.16,3.62
2.11.2018 16:26:37,19.72,53.9,985.52,10.12,9.16,3.62
2.11.2018 16:27:36,19.72,54.1,985.54,10.20,9.20,3.62
2.11.2018 16:28:35,19.73,54.1,985.56,10.18,9.20,3.62
2.11.2018 16:29:34,19.74,53.9,985.58,10.15,9.17,3.62
2.11.2018 16:30:33,19.74,54.0,985.61,10.19,9.20,3.62
2.11.2018 16:31:32,19.75,53.9,985.61,10.17,9.19,3.62
2.11.2018 16:32:31,19.76,54.2,985.64,10.26,9.24,3.62
2.11.2018 16:33:30,19.76,54.0,985.70,10.20,9.21,3.62
2.11.2018 16:34:29,19.76,54.1,985.70,10.22,9.22,3.62
2.11.2018 16:35:28,19.76,54.0,985.71,10.19,9.20,3.62
2.11.2018 16:36:27,19.77,53.9,985.69,10.18,9.19,3.61
2.11.2018 16:37:26,19.77,53.8,985.69,10.14,9.17,3.62
2.11.2018 16:38:25,19.77,53.8,985.68,10.16,9.18,3.62
2.11.2018 16:39:24,19.77,53.9,985.66,10.16,9.18,3.62
2.11.2018 16:40:23,19.77,53.9,985.68,10.17,9.19,3.62
2.11.2018 16:41:22,19.77,53.7,985.69,10.13,9.16,3.62
2.11.2018 16:42:21,19.77,53.7,985.69,10.13,9.16,3.62
2.11.2018 16:43:20,19.77,53.7,985.71,10.13,9.16,3.62
2.11.2018 16:44:19,19.77,53.7,985.71,10.13,9.16,3.62
2.11.2018 16:45:18,19.77,53.7,985.72,10.12,9.16,3.62
2.11.2018 16:46:17,19.77,53.7,985.72,10.11,9.15,3.62
2.11.2018 16:47:16,19.76,53.7,985.68,10.12,9.16,3.62
2.11.2018 16:48:15,19.77,53.9,985.70,10.17,9.19,3.62
2.11.2018 16:49:14,19.76,53.9,985.71,10.18,9.19,3.62
2.11.2018 16:50:13,19.76,53.9,985.72,10.16,9.18,3.62
2.11.2018 16:51:12,19.76,53.8,985.71,10.13,9.16,3.62
2.11.2018 16:52:11,19.76,53.8,985.75,10.15,9.18,3.62
2.11.2018 16:53:10,19.76,53.8,985.74,10.14,9.17,3.62
2.11.2018 16:54:9,19.75,54.0,985.76,10.20,9.20,3.62
2.11.2018 16:55:8,19.75,54.0,985.77,10.18,9.19,3.62
2.11.2018 16:56:7,19.75,54.2,985.75,10.24,9.23,3.62
2.11.2018 16:57:6,19.75,53.9,985.75,10.15,9.18,3.62
2.11.2018 16:58:5,19.75,53.9,985.77,10.16,9.18,3.62
2.11.2018 16:59:4,19.75,53.9,985.76,10.14,9.17,3.62
2.11.2018 17:0:3,19.75,54.1,985.78,10.22,9.22,3.61
2.11.2018 17:1:2,19.74,54.0,985.79,10.19,9.20,3.62
2.11.2018 17:2:1,19.74,54.0,985.77,10.17,9.19,3.62
2.11.2018 17:3:0,19.74,53.8,985.77,10.12,9.16,3.62
2.11.2018 17:3:59,19.74,53.8,985.80,10.12,9.16,3.62
2.11.2018 17:4:58,19.74,53.8,985.83,10.12,9.16,3.62
2.11.2018 17:5:57,19.74,53.8,985.78,10.12,9.16,3.62
2.11.2018 17:6:56,19.73,53.8,985.78,10.12,9.16,3.62
2.11.2018 17:7:56,19.73,53.7,985.82,10.09,9.14,3.62
2.11.2018 17:8:55,19.73,53.8,985.81,10.10,9.14,3.62
2.11.2018 17:9:54,19.72,54.2,985.79,10.21,9.21,3.62
2.11.2018 17:10:53,19.71,54.3,985.77,10.24,9.23,3.62
2.11.2018 17:11:52,19.71,54.3,985.78,10.23,9.22,3.62
2.11.2018 17:12:51,19.71,54.4,985.77,10.26,9.24,3.62
2.11.2018 17:13:50,19.71,54.4,985.76,10.24,9.24,3.61
2.11.2018 17:14:49,19.72,54.4,985.78,10.27,9.25,3.61
2.11.2018 17:15:48,19.72,54.3,985.73,10.24,9.23,3.62
2.11.2018 17:16:47,19.72,54.3,985.72,10.24,9.23,3.61
2.11.2018 17:17:46,19.73,54.3,985.69,10.25,9.24,3.61
2.11.2018 17:18:45,19.73,54.3,985.72,10.24,9.23,3.61
2.11.2018 17:19:44,19.72,54.2,985.77,10.20,9.21,3.61
2.11.2018 17:20:43,19.71,54.3,985.77,10.22,9.22,3.61
2.11.2018 17:21:42,19.70,54.0,985.77,10.14,9.17,3.61
2.11.2018 17:22:41,19.70,54.0,985.78,10.14,9.17,3.61
2.11.2018 17:23:40,19.70,53.9,985.75,10.12,9.16,3.62
2.11.2018 17:24:39,19.70,53.9,985.77,10.11,9.15,3.61
2.11.2018 17:25:38,19.70,53.9,985.81,10.10,9.14,3.62
2.11.2018 17:26:37,19.69,53.8,985.89,10.07,9.13,3.61
2.11.2018 17:27:36,19.69,53.8,985.90,10.07,9.13,3.61
2.11.2018 17:28:35,19.69,53.8,985.93,10.07,9.13,3.61
2.11.2018 17:29:34,19.69,53.8,985.93,10.08,9.13,3.61
2.11.2018 17:30:33,19.67,54.4,985.90,10.23,9.23,3.61
2.11.2018 17:31:32,19.67,54.2,985.91,10.18,9.20,3.61
2.11.2018 17:32:31,19.67,54.2,985.93,10.16,9.18,3.61
2.11.2018 17:33:30,19.68,54.1,985.94,10.14,9.17,3.61
2.11.2018 17:34:29,19.68,54.0,985.92,10.13,9.17,3.61
2.11.2018 17:35:28,19.69,54.0,985.90,10.12,9.16,3.61
2.11.2018 17:36:27,19.70,54.0,985.90,10.13,9.16,3.61
2.11.2018 17:37:26,19.70,53.9,985.93,10.12,9.16,3.61
2.11.2018 17:38:25,19.71,54.2,985.94,10.19,9.20,3.61
2.11.2018 17:39:24,19.70,54.0,985.94,10.14,9.17,3.61
2.11.2018 17:40:23,19.70,53.9,985.95,10.10,9.15,3.61
2.11.2018 17:41:22,19.70,53.9,985.98,10.12,9.16,3.61
2.11.2018 17:42:21,19.70,53.8,985.98,10.08,9.13,3.61
2.11.2018 17:43:20,19.71,53.7,986.01,10.08,9.13,3.61
2.11.2018 17:44:19,19.71,53.7,986.02,10.07,9.13,3.61
2.11.2018 17:45:18,19.71,53.7,986.06,10.07,9.13,3.61
2.11.2018 17:46:17,19.71,53.7,986.07,10.07,9.13,3.61
2.11.2018 17:47:16,19.72,53.7,986.05,10.07,9.13,3.61
2.11.2018 17:48:15,19.72,53.7,986.08,10.06,9.12,3.61
2.11.2018 17:49:14,19.73,53.7,986.11,10.07,9.13,3.61
2.11.2018 17:50:14,19.73,53.6,986.13,10.07,9.13,3.62
2.11.2018 17:51:13,19.73,53.6,986.14,10.06,9.12,3.61
2.11.2018 17:52:12,19.73,53.6,986.17,10.06,9.12,3.61
2.11.2018 17:53:11,19.73,53.6,986.14,10.06,9.12,3.61
2.11.2018 17:54:10,19.73,53.6,986.19,10.05,9.12,3.61
2.11.2018 17:55:9,19.73,53.6,986.18,10.05,9.11,3.61
2.11.2018 17:56:8,19.74,53.6,986.19,10.05,9.12,3.61
2.11.2018 17:57:7,19.74,53.5,986.19,10.05,9.11,3.61
2.11.2018 17:58:6,19.74,53.5,986.19,10.04,9.11,3.61
2.11.2018 17:59:5,19.74,53.5,986.21,10.04,9.11,3.61
2.11.2018 18:0:4,19.74,53.5,986.22,10.04,9.11,3.61
2.11.2018 18:1:3,19.74,53.5,986.24,10.04,9.11,3.61
2.11.2018 18:2:2,19.74,53.5,986.22,10.04,9.11,3.61
2.11.2018 18:3:1,19.74,53.5,986.19,10.04,9.11,3.61
2.11.2018 18:4:0,19.74,53.5,986.19,10.04,9.11,3.62
2.11.2018 18:4:59,19.73,53.5,986.20,10.03,9.10,3.61
2.11.2018 18:5:58,19.73,53.5,986.18,10.03,9.10,3.61
2.11.2018 18:6:57,19.73,53.5,986.20,10.03,9.10,3.61
2.11.2018 18:7:56,19.73,53.5,986.20,10.03,9.10,3.61
2.11.2018 18:8:55,19.72,53.5,986.20,10.02,9.10,3.61
2.11.2018 18:9:54,19.72,53.5,986.21,10.02,9.10,3.61
2.11.2018 18:10:53,19.71,53.5,986.23,10.01,9.09,3.61
2.11.2018 18:11:52,19.71,53.6,986.24,10.02,9.10,3.61
2.11.2018 18:12:51,19.71,53.6,986.23,10.03,9.10,3.61
2.11.2018 18:13:50,19.70,53.6,986.22,10.02,9.10,3.61
2.11.2018 18:14:50,19.70,53.5,986.26,10.01,9.09,3.61
2.11.2018 18:15:49,19.70,53.5,986.27,10.01,9.09,3.61
2.11.2018 18:16:48,19.69,53.5,986.31,10.00,9.09,3.61
2.11.2018 18:17:47,19.68,53.6,986.32,9.99,9.08,3.61
2.11.2018 18:18:46,19.68,53.5,986.35,9.99,9.08,3.61
2.11.2018 18:19:45,19.68,53.5,986.39,9.99,9.08,3.61
2.11.2018 18:20:44,19.68,53.6,986.42,9.99,9.08,3.61
2.11.2018 18:21:43,19.67,53.6,986.42,9.99,9.08,3.61
2.11.2018 18:22:42,19.66,53.6,986.41,9.98,9.08,3.61
2.11.2018 18:23:41,19.66,53.6,986.43,9.99,9.08,3.61
2.11.2018 18:24:40,19.66,53.6,986.43,9.98,9.08,3.61
2.11.2018 18:25:39,19.65,53.6,986.43,9.98,9.07,3.62
2.11.2018 18:26:38,19.65,53.6,986.44,9.98,9.07,3.62
2.11.2018 18:27:37,19.64,53.6,986.44,9.97,9.07,3.61
2.11.2018 18:28:36,19.64,53.6,986.43,9.97,9.07,3.61
2.11.2018 18:29:35,19.63,53.6,986.42,9.96,9.06,3.61
2.11.2018 18:30:34,19.63,53.6,986.38,9.96,9.06,3.61
2.11.2018 18:31:33,19.63,53.6,986.38,9.96,9.06,3.61
2.11.2018 18:32:32,19.62,53.6,986.39,9.95,9.06,3.61
2.11.2018 18:33:31,19.62,53.6,986.39,9.95,9.06,3.61
2.11.2018 18:34:30,19.61,53.6,986.43,9.94,9.05,3.61
2.11.2018 18:35:29,19.62,53.9,986.44,10.04,9.11,3.61
2.11.2018 18:36:28,19.63,54.3,986.42,10.16,9.19,3.61
2.11.2018 18:37:27,19.64,53.7,986.46,10.01,9.09,3.61
2.11.2018 18:38:26,19.64,53.9,986.49,10.05,9.12,3.61
2.11.2018 18:39:25,19.64,54.0,986.50,10.07,9.13,3.61
2.11.2018 18:40:24,19.65,54.0,986.51,10.08,9.14,3.61
2.11.2018 18:41:23,19.66,54.0,986.53,10.09,9.14,3.60
2.11.2018 18:42:22,19.67,54.1,986.51,10.14,9.17,3.60
2.11.2018 18:43:21,19.68,54.2,986.50,10.17,9.19,3.60
2.11.2018 18:44:20,19.68,54.2,986.51,10.18,9.20,3.61
2.11.2018 18:45:19,19.70,54.2,986.51,10.20,9.21,3.61
2.11.2018 18:46:18,19.71,54.1,986.52,10.17,9.19,3.61
2.11.2018 18:47:17,19.71,53.8,986.49,10.09,9.14,3.60
2.11.2018 18:48:16,19.71,53.9,986.45,10.12,9.16,3.60
2.11.2018 18:49:15,19.72,54.1,986.43,10.17,9.19,3.61
2.11.2018 18:50:14,19.72,54.1,986.44,10.18,9.19,3.61
2.11.2018 18:51:13,19.73,54.1,986.44,10.18,9.20,3.61
2.11.2018 18:52:12,19.74,54.0,986.45,10.19,9.20,3.60
2.11.2018 18:53:11,19.74,54.0,986.45,10.19,9.20,3.60
2.11.2018 18:54:10,19.75,54.1,986.46,10.20,9.21,3.60
2.11.2018 18:55:9,19.76,54.0,986.49,10.21,9.21,3.60
2.11.2018 18:56:8,19.76,54.1,986.49,10.22,9.22,3.60
2.11.2018 18:57:7,19.77,54.1,986.49,10.24,9.23,3.60
2.11.2018 18:58:6,19.77,54.1,986.48,10.24,9.23,3.60
2.11.2018 18:59:5,19.78,54.2,986.50,10.26,9.24,3.60
2.11.2018 19:0:4,19.79,54.2,986.46,10.27,9.25,3.61
2.11.2018 19:1:3,19.79,54.2,986.45,10.28,9.25,3.61
2.11.2018 19:2:2,19.80,54.1,986.44,10.25,9.24,3.60
2.11.2018 19:3:1,19.81,54.1,986.44,10.28,9.25,3.60
2.11.2018 19:4:0,19.81,54.2,986.46,10.29,9.26,3.60
2.11.2018 19:4:59,19.82,54.2,986.43,10.31,9.27,3.61
2.11.2018 19:5:58,19.83,54.2,986.44,10.30,9.27,3.61
2.11.2018 19:6:57,19.83,54.2,986.42,10.31,9.27,3.61
2.11.2018 19:7:56,19.84,54.1,986.44,10.31,9.27,3.60
2.11.2018 19:8:55,19.85,54.1,986.46,10.31,9.27,3.60
2.11.2018 19:9:54,19.85,54.0,986.45,10.29,9.26,3.61
2.11.2018 19:10:53,19.85,54.0,986.47,10.27,9.25,3.60
2.11.2018 19:11:52,19.85,54.1,986.50,10.31,9.27,3.61
2.11.2018 19:12:51,19.86,54.2,986.52,10.34,9.29,3.60
2.11.2018 19:13:50,19.86,54.3,986.51,10.37,9.31,3.60
2.11.2018 19:14:49,19.87,53.9,986.53,10.26,9.24,3.60
2.11.2018 19:15:48,19.88,54.3,986.54,10.38,9.31,3.61
2.11.2018 19:16:47,19.89,54.3,986.52,10.41,9.33,3.60
2.11.2018 19:17:46,19.90,54.3,986.55,10.41,9.33,3.60
2.11.2018 19:18:45,19.90,54.3,986.55,10.41,9.33,3.60
2.11.2018 19:19:44,19.91,54.2,986.55,10.39,9.32,3.61
2.11.2018 19:20:44,19.92,54.2,986.52,10.40,9.32,3.61
2.11.2018 19:21:43,19.92,54.2,986.54,10.40,9.33,3.60
2.11.2018 19:22:42,19.92,54.3,986.54,10.42,9.33,3.60
2.11.2018 19:23:41,19.93,54.2,986.56,10.42,9.33,3.60
2.11.2018 19:24:40,19.93,54.2,986.56,10.41,9.33,3.60
2.11.2018 19:25:39,19.93,54.2,986.55,10.39,9.32,3.60
2.11.2018 19:26:38,19.93,54.0,986.55,10.36,9.30,3.60
2.11.2018 19:27:37,19.93,54.0,986.54,10.35,9.29,3.61
2.11.2018 19:28:36,19.94,54.0,986.57,10.36,9.30,3.61
2.11.2018 19:29:35,19.94,53.9,986.56,10.33,9.28,3.61
2.11.2018 19:30:34,19.94,53.9,986.58,10.33,9.28,3.61
2.11.2018 19:31:33,19.94,53.9,986.57,10.33,9.28,3.60
2.11.2018 19:32:32,19.94,53.8,986.55,10.30,9.26,3.61
2.11.2018 19:33:31,19.94,53.8,986.56,10.30,9.26,3.61
2.11.2018 19:34:30,19.95,53.7,986.56,10.29,9.26,3.60
2.11.2018 19:35:29,19.95,53.7,986.52,10.30,9.26,3.60
2.11.2018 19:36:28,19.95,53.8,986.50,10.31,9.27,3.60
2.11.2018 19:37:27,19.95,53.7,986.45,10.28,9.25,3.60
2.11.2018 19:38:26,19.96,53.7,986.46,10.30,9.26,3.60
2.11.2018 19:39:25,19.96,53.7,986.45,10.31,9.27,3.60
2.11.2018 19:40:25,19.96,53.6,986.44,10.28,9.25,3.60
2.11.2018 19:41:24,19.96,53.6,986.43,10.27,9.24,3.60
2.11.2018 19:42:23,19.96,53.6,986.44,10.28,9.25,3.60
2.11.2018 19:43:22,19.96,53.7,986.47,10.29,9.26,3.60
2.11.2018 19:44:21,19.96,53.7,986.45,10.29,9.26,3.60
2.11.2018 19:45:20,19.96,53.8,986.46,10.31,9.27,3.60
2.11.2018 19:46:19,19.96,53.6,986.46,10.28,9.25,3.60
2.11.2018 19:47:18,19.96,53.7,986.48,10.29,9.25,3.60
2.11.2018 19:48:17,19.96,53.7,986.45,10.29,9.25,3.60
2.11.2018 19:49:16,19.96,53.7,986.46,10.28,9.25,3.60
2.11.2018 19:50:15,19.96,53.6,986.48,10.26,9.24,3.60
2.11.2018 19:51:14,19.96,53.6,986.45,10.28,9.25,3.60
2.11.2018 19:52:13,19.96,53.6,986.48,10.27,9.24,3.60
2.11.2018 19:53:12,19.96,53.5,986.49,10.25,9.23,3.60
2.11.2018 19:54:11,19.96,53.6,986.52,10.26,9.24,3.60
2.11.2018 19:55:10,19.96,53.5,986.51,10.23,9.22,3.60
2.11.2018 19:56:9,19.97,53.6,986.49,10.28,9.25,3.60
2.11.2018 19:57:8,19.97,53.7,986.49,10.30,9.26,3.60
2.11.2018 19:58:7,19.97,53.6,986.50,10.27,9.25,3.60
2.11.2018 19:59:6,19.97,53.5,986.51,10.25,9.23,3.60
2.11.2018 20:0:5,19.96,53.4,986.51,10.22,9.21,3.60
2.11.2018 20:1:5,19.95,53.7,986.51,10.27,9.24,3.60
2.11.2018 20:2:4,19.96,53.8,986.53,10.32,9.27,3.60
2.11.2018 20:3:3,19.96,53.8,986.54,10.32,9.27,3.60
2.11.2018 20:4:2,19.96,53.7,986.52,10.28,9.25,3.60
2.11.2018 20:5:1,19.97,53.6,986.54,10.27,9.24,3.60
2.11.2018 20:6:0,19.97,53.5,986.54,10.26,9.23,3.60
2.11.2018 20:6:59,19.97,53.6,986.55,10.29,9.25,3.60
2.11.2018 20:7:58,19.97,53.6,986.56,10.29,9.25,3.60
2.11.2018 20:8:57,19.97,53.5,986.58,10.25,9.23,3.60
2.11.2018 20:9:56,19.97,53.6,986.59,10.28,9.25,3.60
2.11.2018 20:10:55,19.98,53.7,986.63,10.31,9.26,3.61
2.11.2018 20:11:54,19.98,53.6,986.61,10.29,9.26,3.60
2.11.2018 20:12:53,19.97,53.6,986.61,10.26,9.24,3.60
